,PC0,PC1,PC2,PC3,PC4
0,15.923046603218308,17.993042661636686,16.40073800131486,17.35612079750796,17.52490509150207
1,17.68029310870576,19.97873121283751,18.210701901966935,19.271519488489282,19.45893059544156
2,20.84527134601584,23.555156620997895,21.470629486396316,22.721345767157267,22.942305643425033
3,24.749330644279098,27.966743628035378,25.491810563607473,26.97677040226422,27.239113307093575
4,28.55073750786679,32.26233338388947,29.407259633102793,31.120303883574802,31.422941701158187
5,31.52695750078294,35.62546197588472,32.47276622580643,34.36438367585341,34.698569425361704
6,33.37290674592074,37.71138462289043,34.37409394829836,36.3764683530536,36.73022116456036
7,34.295553804911165,38.753975799549615,35.3244204190585,37.38215364735317,37.74568651768523
8,34.8632848520816,39.395511882852205,35.90918339764405,38.000980488768946,38.37053130820101
9,35.7535235101997,40.40148156652565,36.82612921550569,38.97134062611767,39.35032797532579
10,37.50688376200304,42.38277865106343,38.63209027486313,40.882503300583316,41.28007626846055
11,40.33516077596901,45.578731676844974,41.54521559924808,43.96532524580622,44.39287795003149
12,44.08426069331396,49.81521458344477,45.40678851411338,48.05184415571222,48.51913731906134
13,48.378237655292324,54.66740855048032,49.829584784951095,52.73227904426864,53.24508836341473
14,52.789153135911164,59.65174304357961,54.3728277299885,57.540176918143175,58.099741941383826
15,56.930117109463886,64.33103233369418,58.6380206227478,62.05382764931564,62.657286890675955
16,60.5238807440281,68.39198524075175,62.339597166348945,65.97103001099063,66.61258314687733
17,63.446770263058625,71.69485039725623,65.35017337095039,69.15697958673391,69.82951535152232
18,65.6768379044549,74.21482683203403,67.64714304158855,71.58775331585585,72.28392779764306
19,67.2269858799664,75.96649404436204,69.2437954563654,73.27741460916339,73.99002065949102
20,68.1989573174231,77.06482176868809,70.24492603694578,74.33686347599118,75.05977242355586
21,68.8681270639427,77.82098358225524,70.93417087586097,75.06625849969754,75.79626064657533
22,69.59530473334621,78.64269434868122,71.6831638753466,75.85888215934737,76.59659238952084
23,70.60360369010408,79.78207216981761,72.7217118008072,76.95792802221345,77.70632622132855
24,71.87968745029968,81.22404681883863,74.03607807380868,78.34885932082666,79.11078400779984
25,73.29994467737541,82.8289374854342,75.49894301769667,79.8969396983392,80.67391911191937
26,74.79394487533636,84.51715770913009,77.03776322159646,81.52539991411665,82.3182157297952
27,76.38451822181044,86.3145055906458,78.67605376846475,83.25912486177339,84.06880075492457
28,78.14009735034645,88.29831000589148,80.48430027085685,85.17270611187764,86.00099114379131
29,80.09580229304012,90.50825659113534,82.49867636183133,87.30442449941374,88.15344000371996
30,82.15284128474224,92.83271065175872,84.61742652328451,89.54659700036905,90.41741711798731
31,84.05282149953318,94.97968829447248,86.57440614451917,91.61757543449117,92.50853534238622
32,85.51774277595419,96.63504933682823,88.08327505923282,93.21433962579007,94.12082769921518
33,86.43702754208913,97.6738411225607,89.0301383683518,94.21636002087716,95.1325925128233
34,86.90457739819918,98.20217245996507,89.51171472014516,94.72598936403712,95.64717788445802
35,87.10221829948118,98.42550667841373,89.71528484846561,94.9414179464345,95.864701460409
36,87.17948681238379,98.51282009799367,89.7948714167553,95.02564062549834,95.9497431857096
37,87.2185086534939,98.5569147784481,89.83506391309872,95.06817443230835,95.99269062403539
38,87.25676162238632,98.60014063329653,89.87446447105792,95.1098701684011,96.03479184159839
39,87.31479085397788,98.665713664995,89.93423457959722,95.1731220308359,96.09865881388806
40,87.40538742897436,98.76808779474102,90.0275490518436,95.27187229758206,96.19836940432918
41,87.527999682668,98.90663964141483,90.15383967314804,95.40551965410812,96.3333164507444
42,87.66428499074144,99.06064203953781,90.29421354046369,95.55407063990818,96.48331206081002
43,87.78740651281724,99.19976935948347,90.42102870820176,95.6882730989708,96.61881960800666
44,87.87930992972909,99.30362022059386,90.51568922762097,95.78844782340471,96.71996850865983
45,87.9396399689083,99.37179316486636,90.57782916797555,95.85420756611005,96.78636774978047
46,87.98315334140267,99.42096327578501,90.62264794164476,95.90163714212892,96.83425856754778
47,88.03798789043441,99.48292631619087,90.67912752714744,95.96140680057351,96.89460947221211
48,88.15345734919669,99.61340680459224,90.79806106967258,96.0872685106244,97.02169515852587
49,88.40320095363457,99.89561707760706,91.0552969822436,96.35948903946168,97.2965629695702
50,88.85451948358546,100.40560701645157,91.52015506809303,96.85142623710816,97.79328414363417
51,89.50324748632083,101.13866965954253,92.18834491091046,97.55853976008972,98.50727418344471
52,90.23636876962188,101.96709670967272,92.94345983271053,98.35764195888785,99.31414746784584
53,90.88668708295644,102.70195640374077,93.61328769544514,99.06648892042253,100.02988780350186
54,91.34157563467994,103.21598046718833,94.08182290372034,99.56231744180114,100.53053814352874
55,91.59660785279574,103.50416687365917,94.34450608837962,99.84030255954737,100.811226602787
56,91.71711922017676,103.64034471879972,94.46863279678206,99.97165994999267,100.94386141372654
57,91.77237251365675,103.70278094043212,94.52554368906645,100.03188603988586,101.00467318853062
58,91.80402781468734,103.73855143059669,94.55814864912797,100.06639031800921,101.03951301284489
59,91.82953997015144,103.76738016627112,94.58442616925599,100.09419856746509,101.06759169114868
60,91.85466823064871,103.79577510063304,94.61030827756818,100.1215883714071,101.09524785465197
61,91.88090821618866,103.82542628429317,94.63733546267432,100.15018995564564,101.12412758273724
62,91.90800976343333,103.85605103267964,94.66525005633633,100.17973064214233,101.15395554563472
63,91.93484279515116,103.8863723585208,94.6928880790057,100.20897864671477,101.18348798034336
64,91.9606577079134,103.91554320994213,94.71947743915081,100.23711690162561,101.21189987332949
65,91.98574689031149,103.94389398605198,94.74531929702084,100.26446411043953,101.23951302747683
66,92.01109081076694,103.97253261616663,94.77142353508995,100.29208898373598,101.26740654633011
67,92.03752011093006,104.00239772535096,94.79864571425796,100.32089692091377,101.29649463408963
68,92.06526221849873,104.03374630690355,94.8272200850537,100.35113581816363,101.3270275976797
69,92.09408802713347,104.0663194706608,94.85691066794747,100.38255594957549,101.3587532826631
70,92.12358390988184,104.09964981816647,94.8872914271783,100.41470646177122,101.39121645121595
71,92.15320939325596,104.13312661437922,94.91780567505364,100.446998238649,101.42382225821751
72,92.18243042427673,104.1661463794327,94.94790333700503,100.47884916246164,101.45598292495897
73,92.21115642548108,104.19860676079361,94.97749111824551,100.51016050377439,101.48759876188447
74,92.2399682424854,104.2311641140085,95.00716728975996,100.5415653843091,101.51930904767944
75,92.26967321149148,104.26473072898536,95.03776340783622,100.57394380052573,101.55200233656753
76,92.30061754152365,104.29969782192171,95.06963606776937,100.60767312026078,101.58605966620092
77,92.33245035765763,104.33566890415312,95.10242386838736,100.64237088984683,101.62109486363799
78,92.36436958693068,104.37173763323166,95.1353006745386,100.67716284975445,101.65622516737591
79,92.39545789294428,104.40686741902702,95.16732162973261,100.71104910330926,101.69044095697447
80,92.42492393710012,104.44016404892312,95.19767165521313,100.74316709143913,101.72287128517239
81,92.45235199130167,104.47115775017087,95.22592255104072,100.77306367051882,101.75305860162662
82,92.47795499996697,104.50008914996266,95.25229364996598,100.800970949964,101.78123727296365
83,92.50251357934148,104.52784034465587,95.27758898672172,100.82773980148222,101.80826644542324
84,92.52688076759578,104.55537526738323,95.30268719062366,100.85430003667942,101.83508497281592
85,92.55160392602654,104.58331243640998,95.32815204380735,100.88124827936895,101.86229528098481
86,92.57712901654183,104.61215578869226,95.35444288703809,100.9090706280306,101.89038819560594
87,92.60406393257965,104.64259224381499,95.38218585055704,100.93842968651182,101.92003276419716
88,92.63285418249883,104.67512522622367,95.4118398079738,100.96981105892374,101.95171931325822
89,92.66335334586877,104.70958928083171,95.44325394624484,101.00305514699697,101.98528669246318
90,92.69501744510272,104.74536971296607,95.4758679684558,101.03756901516198,102.02013620008006
91,92.7273582487491,104.78191482108647,95.50917899621157,101.07282049113653,102.05573048857326
92,92.75995395165492,104.81874796537005,95.54275257020457,101.10834980730387,102.0916053191914
93,92.79225915103744,104.85525284067229,95.57602692556857,101.14356247463081,102.12716042163181
94,92.82375031865426,104.8908378600793,95.60846282821389,101.17788784733315,102.16181960071088
95,92.85421848455869,104.9252668875513,95.63984503909545,101.21109814816897,102.19535286410529
96,92.88370586161201,104.95858762362157,95.67021703746038,101.2432393891571,102.22780667129018
97,92.91210681035273,104.99068069569857,95.6994700146633,101.27419642328448,102.25906475547421
98,92.93893726269236,105.02099910684235,95.72710538057314,101.30344161633468,102.28859435131922
99,92.96368179021857,105.04896042294698,95.75259224392514,101.33041315133825,102.31582817831456
100,92.98656238428723,105.07481549424456,95.77615925581584,101.35535299887309,102.34101056014653
101,93.00896856574535,105.10013447929224,95.79923762271771,101.37977573666244,102.36567080345934
102,93.03291579629769,105.12719484981638,95.82390327018662,101.40587821796449,102.39202712540524
103,93.0598772266805,105.15766126614895,95.85167354348091,101.43526617708176,102.42170087568456
104,93.09001840418756,105.19172079673193,95.88271895631318,101.46812006056444,102.45487425564883
105,93.12235921387435,105.22826591167801,95.91602999029058,101.50337154312305,102.49046855079011
106,93.15548557100048,105.26569869523054,95.9501501381305,101.53947927239054,102.52692741944314
107,93.18817842375645,105.30264161884479,95.98382377646915,101.57511448189454,102.56290917318636
108,93.21969367062447,105.33825384780563,96.0162844807432,101.60946610098067,102.59759485388929
109,93.25025679592916,105.37279017939994,96.04776449980704,101.6427799075628,102.63123262959964
110,93.28278705004954,105.40954936655596,96.08127066155102,101.678237884554,102.66703542728452
111,93.32843145009679,105.46112753860936,96.1282843935997,101.72799028060551,102.71727165397652
112,93.42164907221743,105.56646345160569,96.22429854438396,101.82959748871701,102.81986696888251
113,93.64719269958508,105.82132775053113,96.45660848057263,102.07544004254774,103.06810028516334
114,94.16366548231346,106.4049419950142,96.98857544678287,102.63839537572169,103.6365302298342
115,95.173922550286,107.54653248182316,98.02914022679458,103.73957557981174,104.74841915884477
116,96.79720969227704,109.38084695227305,99.70112598304534,105.50895856458197,106.53500898732011
117,98.91284362569577,111.77151329703621,101.88022893446664,107.8149995520084,108.86347569444077
118,101.16729452398162,114.31904281209923,104.20231335970108,110.27235103113998,111.34472435309418
119,103.22969208343942,116.64955205428653,106.3265828459426,112.52036437094897,113.61459910703343
120,105.06984694033652,118.72892704258025,108.22194234854662,114.52613316496681,115.63987354253437
121,106.93810124616977,120.84005440817182,110.14624428355486,116.56253035832505,117.69607423153444
122,109.05164360978344,123.22835727905527,112.32319291807694,118.86629153466396,120.02223895692765
123,111.33884780001992,125.8128980140225,114.67901323402052,121.35934410202172,122.53953588870192
124,113.50456308590566,128.26015628707339,116.90969997848283,123.71997376363717,124.92312213234777
125,115.28226528056699,130.26895976704068,118.740733238984,125.65766915581803,126.87966116779204
126,116.57581425427098,131.7306701073262,120.07308868189911,127.06763753715538,128.30334116825065
127,117.42343841129565,132.68848540476407,120.94614156363453,127.99154786831227,129.23623631547198
128,117.92122086444157,133.25097957681896,121.45885749037481,128.5341307422413,129.7840956834044
129,118.18269012463429,133.54643984083674,121.72817082837332,128.81913223585138,130.0718687511725
130,118.3124648749746,133.69308530872127,121.86183882122384,128.9605867137223,130.21469884139705
131,118.38342737824512,133.77327293741698,121.93493019959247,129.0379358422872,130.29280017249658
132,118.43274433041945,133.82900109337396,121.98572666033203,129.09169132015722,130.34707841005965
133,118.47481443081809,133.87654030682444,122.02905886374263,129.13754772959172,130.3933807625584
134,118.51467492389884,133.92158266400568,122.07011517161581,129.18099566704973,130.43725122124306
135,118.55654150021893,133.96889189524737,122.1132377452255,129.22663023523864,130.48332957514094
136,118.61006633150389,134.02937495459938,122.16836832144901,129.28497230133925,130.5422390044532
137,118.69729907575304,134.12794795560092,122.25821804802563,129.38005599257082,130.6382473627738
138,118.85483649825989,134.30596524303365,122.42048159320768,129.55177178310328,130.81163304998483
139,119.12029338843497,134.6059315289315,122.69390219008802,129.84111979339414,131.10379490331152
140,119.50897812857137,135.04514528528563,123.09424747242852,130.2647861601428,131.53158132830566
141,120.01426431253091,135.61611867315992,123.61469224190684,130.8155481006587,132.08769930237153
142,120.6513749980968,136.33605374784938,124.27091624803971,131.50999874792552,132.78890332290533
143,121.49047793319181,137.28424006450675,125.13519227118756,132.42462094717908,133.7124200132709
144,122.59962483091789,138.5375760589372,126.27761357584544,133.6335910657005,134.93314708890824
145,123.93001449932844,140.04091638424111,127.64791493430829,135.083715804268,136.39737395796087
146,125.28922150603479,141.5768203018193,129.04789815121583,136.56525144157794,137.8933171895419
147,126.47049890684184,142.91166376473126,130.2646138740471,137.8528438084576,139.19343109687014
148,127.41414622598637,143.9779852353646,131.23657061276597,138.88141938632515,140.2320093363206
149,128.2417560352774,144.91318431986346,132.08900871633574,139.78351407845238,141.1428766924263
150,129.16401500517867,145.9553369558519,133.03893545533404,140.78877635564476,142.15791491469966
151,130.38793488265634,147.33836641740166,134.29957292913602,142.1228490220954,143.50496113185156
152,132.09232306416345,149.2643250625047,136.05509275608836,143.98063213993817,145.3808107644183
153,134.40215038724497,151.8744299375868,138.43421489886234,146.49834392209704,147.92300671620183
154,137.27931467174022,155.12562557906645,141.39769411189243,149.63445299219686,151.0896137277173
155,140.4099385947253,158.66323061203957,144.62223675256706,153.0468330682506,154.53517841735467
156,143.27694518171603,161.9029480553391,147.57525353716753,156.1718702480705,157.69060586699666
157,145.4381506809202,164.3451102694398,149.80129520134778,158.527584242203,160.06922863942077
158,146.76668985524054,165.8463595364218,151.16969055089777,159.9756919422122,161.53141885467775
159,147.437194902956,166.60403024034028,151.8603107500447,160.70654244422207,162.2693767101934
160,147.72778710710392,166.93239943102742,152.15962072031704,161.0232879467433,162.58920249007858
161,147.8532614892956,167.074185482904,152.28885933397447,161.1600550233322,162.72729959511872
162,147.92438580562492,167.15455596035613,152.3621173797937,161.2375805281312,162.8055790176708
163,147.9822485891868,167.21994090578107,152.42171604686243,161.30065096221364,162.869262797259
164,148.03740065175145,167.28226273647914,152.478522671304,161.3607667104091,162.92996315731764
165,148.09115667184508,167.34300703918493,152.53389137200045,161.41936077231117,162.9891270330327
166,148.14345660682167,167.40210596570847,152.58776030502634,161.47636770143563,163.04668834146793
167,148.19453757933366,167.45982746464702,152.64037370671366,161.5320459614737,163.10290805981464
168,148.24456569288077,167.51635923295527,152.6919026636672,161.58657660524005,163.15796900158458
169,148.29311568597922,167.5712207251565,152.7419091565586,161.63949609771737,163.21140312398873
170,148.33964143815697,167.62379482511736,152.78983068130168,161.69020916759112,163.26260936683556
171,148.38422488267102,167.67417411741823,152.83575162915116,161.73880512211142,163.31167790586773
172,148.42756260614735,167.7231457449465,152.88038948433177,161.78604324070062,163.35937540432576
173,148.47024069763722,167.77137198833006,152.92434791856635,161.8325623604246,163.40634691181953
174,148.5123831543904,167.81899296446113,152.9677546490221,161.87849763828555,163.45272889972208
175,148.55420304701025,167.86624944312157,153.01082913842055,161.92408132124118,163.4987558735395
176,148.59656552377152,167.9141190418618,153.05446248948468,161.97025642091097,163.54538001546294
177,148.6406306445277,167.96391262831628,153.09984956386353,162.0182874025352,163.5938780873672
178,148.686989326545,168.01629793899582,153.14759900634135,162.06881836593405,163.6449004527954
