,PC0,PC1,PC2,PC3,PC4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,1.49357043136001e-07,2.0828521076171604e-07,2.920958381730488e-07,2.0761949241892072e-07,2.1934139004486616e-07
29,1.1232873057732057e-06,1.5664753955787015e-06,2.196799964700716e-06,1.561468648337452e-06,1.6496269201292145e-06
30,6.0693132924357815e-06,8.463934286264412e-06,1.1869685661054277e-05,8.436881975224304e-06,8.913216184712771e-06
31,2.563122554324522e-05,3.5743913392117054e-05,5.0126690722173645e-05,3.562966918485242e-05,3.7641269009922994e-05
32,8.58861572552445e-05,0.00011977216467209621,0.00016796656230057592,0.00011938935051699168,0.0001261299013587428
33,0.00023043022427883417,0.0003213454606628974,0.00045064971887426075,0.0003203183806952177,0.0003384030952972643
34,0.0005004740931664678,0.0006979339560240005,0.0009787713833772273,0.0006957032290564654,0.0007349816317441332
35,0.000893385603968258,0.001245866983618392,0.001747183871102918,0.0012418849605998364,0.001311999997496179
36,0.001338612674625456,0.0018667564462211993,0.002617909292886516,0.0018607899447915677,0.001965847466039258
37,0.0017315241854272464,0.0024146894738155907,0.0033863217806122067,0.0024069716763349385,0.002542865831791304
