,0,1
0,0.0,241.522945769824
1,0.0,258.19888974716116
2,0.0,421.63702135578393
3,0.0,497.2144630058766
4,0.0,598.6094998689323
5,0.0,709.0682462060882
6,0.0,666.6666666666666
7,0.0,625.8327785172863
8,0.0,674.9485577105529
9,0.0,709.0682462060881
10,0.0,774.5966692414834
11,0.0,797.5657409336933
12,0.0,918.9365834726815
13,0.0,883.4905520465715
14,0.0,966.091783079296
15,0.0,1034.139470499238
16,0.0,1125.4628677422754
17,0.0,1074.9676997731399
18,0.0,1085.254706406647
19,0.0,1055.409346599171
20,0.0,1080.1234497346434
21,0.0,1080.1234497346434
22,0.0,1183.2159566199232
23,0.0,1290.9944487358057
24,0.0,1453.9218991709593
25,0.0,1512.9074290546955
26,0.0,1394.4333775567927
27,0.0,1449.137674618944
28,0.0,1567.021236472421
29,0.0,1546.5014279549391
30,0.0,1582.016996677905
31,0.0,1615.893285805443
32,0.0,1669.996673316713
33,0.0,1702.9386365926403
34,0.0,1577.621275493231
35,855.0610528121651,1807.392228230128
36,863.9331380199521,1719.980620045858
37,1713.6157775429328,1877.4983355518586
38,1724.8336083198437,1940.7902170679515
39,1714.7005157418994,2002.7758514399736
40,1715.1907745418525,1978.3550967631895
41,1721.9175799766854,2055.4804791094466
42,1714.0237810953283,2082.3330932180643
43,1722.2527122342988,2147.349787787521
44,1726.7091703821743,2261.390919078099
45,1722.3331188375028,2299.7584414213784
46,1727.4232056978024,2338.6843404881397
47,1714.320013513011,2374.049517409254
48,2569.024642771437,2463.0604269214887
49,3426.2071579225676,2483.8366380348857
50,3436.8071405672035,2584.139659108574
51,3435.261828573331,2679.1375063213495
52,3441.058067981912,2708.5256341986337
53,3431.7867279497495,2716.206504995115
54,3454.1551708690095,2668.7491868330794
55,3447.164196238625,2708.5256341986337
56,3427.8494874510934,2776.888746621137
57,3422.0663126186264,2759.327615360106
58,3420.5149771069614,2806.7379246694513
59,3437.0431226710252,2898.754521821015
60,4286.061299127943,2859.6814119369624
61,4668.605402924708,2793.345266482069
62,4656.489384700619,2898.754521821015
63,4661.031278205824,2979.559997344873
64,4653.709914800202,3004.1637771599603
65,4668.599557151269,3102.418411497714
66,4635.858526149965,3102.418411497714
67,4668.163858266608,3169.2971530679233
68,4646.221734507111,3086.2598724021927
69,4655.9332479548775,3101.970699768491
70,4640.361128821414,3282.9526005987013
71,4663.988971440579,3214.9822878378523
72,5434.609020871049,3216.709844269797
73,6221.640994452801,3320.391543176798
74,6227.274599063147,3291.8248907120064
75,6219.161502152863,3381.321240777536
76,6175.133136174142,3448.0268109295334
77,6176.972583227934,3523.3349101226368
78,6163.084723726712,3552.7766918597936
79,6164.106061264524,3598.224870991559
80,6157.733838721965,3734.2260837346803
81,6166.405398354422,3811.167800031901
82,6159.62675780283,3802.4115155166114
83,6167.597222434192,3956.710193526379
84,6198.880177541371,3944.0531887330776
85,6197.076097635778,3794.7331922020553
86,6225.617576296534,3778.9622326183094
87,6198.916611296457,3749.0739597339975
88,6186.84155144432,3604.010112206802
89,6164.724132647837,3644.2496560410837
90,6186.237599452065,3710.3458958251676
91,6222.133050019477,3921.4509786273984
92,6166.952026086613,3952.495695408437
93,6221.451349352197,3851.767271151142
94,6207.952653383751,3885.8718455450894
95,6172.2130075768455,3924.283374069716
96,6158.385451369712,3980.5080636075145
97,6192.099552765918,4105.890078087007
98,6215.863228040343,4141.926551202418
99,6175.2406550340165,4289.522117905443
100,6174.822662988566,4265.169007983935
101,6212.628370327823,4230.8391602612355
102,6168.890782407186,4175.324338699131
103,6192.633026851133,4242.640687119285
104,6206.667805587745,4224.2685099842365
105,6170.53134615183,4215.052391924289
106,6227.411168016376,4301.485531508594
107,6163.328017639971,4383.048152953731
108,6159.440358649904,4221.637386396684
109,6185.720050520287,4321.779468896785
110,6173.998636731787,4268.749491621899
111,6176.13742152069,4301.485531508594
112,6215.387773658918,4211.0964526276675
113,6219.519550696677,4257.020345525991
114,6226.476860157339,4284.662569366849
115,6164.592806148806,4344.8564737834295
116,6206.576229929633,4306.326095924976
117,6160.661965382564,4458.450154232722
118,6180.899936372026,4430.011286667338
119,6209.487219429126,4336.21698924048
120,6213.6096239803655,4252.123652430107
121,6222.742558467897,4117.712417781936
122,6180.500387336126,4089.6210093357063
123,6175.449613392379,4176.6546953805555
124,6160.829650436338,4237.399621885521
125,6163.1404981440755,4358.898943540673
126,6193.36466276876,4403.59701456283
127,6181.798129551466,4403.59701456283
128,6199.824590572948,4391.911757866827
129,6191.857817134927,4542.698659509688
130,6203.334435351303,4569.220696987375
131,6168.165639524937,4391.911757866827
132,6206.902753409986,4299.8707990925595
133,6210.812025486592,4304.067843331469
134,6197.6651684811895,4231.167424928702
135,6159.399972537728,4231.167424928702
136,6197.067252845384,4258.651325374162
137,6160.071530405229,4176.987218345565
138,6214.2777247093245,4191.260749066641
139,6198.805220163698,4250.490167812022
140,6177.48558265527,4349.01010448227
141,6185.885247949625,4372.8963196286995
142,6159.972935543292,4397.284515597224
143,6201.483657494266,4472.135954999579
144,6164.873655692955,4468.718434231949
145,6223.864013206609,4411.160089288682
146,6207.082704401483,4416.19494336219
147,6191.572465460628,4579.240596916092
148,6221.236227041733,4448.782605013046
149,6183.781281251284,4557.0458267025
150,6209.177526693338,4579.240596916092
151,6160.6865243133425,4591.356613851243
152,6175.750764705363,4620.305425209704
153,6156.167883806285,4582.878765337108
154,6195.786073739568,4546.060565661952
155,6222.523524215898,4478.653071329965
156,6173.268509066947,4583.78785625067
157,6188.877527114327,4659.518334668414
158,6205.725906408983,4825.856285561029
159,6192.126081973306,4743.416490252569
160,6168.651915517441,4721.11098036139
161,6158.993503789373,4820.096817838136
162,6207.797189617339,4846.533698313558
163,6195.1168121085,4867.4086192415225
164,6176.215196387644,4716.696112982288
165,6203.76461079304,4772.89802484356
166,6169.085493312335,4731.983375569558
167,6176.065203298432,4850.25772511111
168,6210.6423488958135,4857.983120596447
169,6158.915191225155,4847.966354852081
170,6212.141622469121,4991.381460967383
171,6197.202524673799,5000.277770062157
172,6157.482006206565,5021.0667303981445
